action_count,dataset,full_evidence_delta,harmful_expansions,outcome,query_id,question_type,slice,support_count,support_recall_delta
2.0,2wiki,0.0,1.0,tie,8762e83a0baf11ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,87b30d140bb011ebab90acde48001122,inference,rescuable,2,0.0
2.0,2wiki,0.0,2.0,tie,8820c510086411ebbd5eac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,0.0,2.0,tie,8836b2260bd911eba7f7acde48001122,compositional,rescuable,2,0.0
1.0,2wiki,1.0,0.0,win,887d949e0bb011ebab90acde48001122,inference,rescuable,2,0.5
1.0,2wiki,1.0,0.0,win,88c8cfc80bdc11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,88e19d9c085c11ebbd5cac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,0.0,2.0,tie,89024aba08a411ebbd7dac1f6bf848b6,bridge_comparison,rescuable,4,0.0
1.0,2wiki,0.0,1.0,tie,895802780bb011ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,896080880bb011ebab90acde48001122,inference,already_solved,2,0.0
0.0,2wiki,0.0,0.0,tie,8970f8960bb011ebab90acde48001122,inference,rescuable,2,0.0
2.0,2wiki,1.0,1.0,win,899f2e000bb011ebab90acde48001122,inference,rescuable,2,0.5
2.0,2wiki,0.0,1.0,tie,89a3abec0bb011ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,0.0,1.0,win,89b5a024089811ebbd77ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,0.0,2.0,tie,8a04d7ec0bdc11eba7f7acde48001122,compositional,unreachable,2,0.0
1.0,2wiki,0.0,0.0,win,8a23603008a911ebbd80ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,1.0,1.0,win,8a6ab1d80bdd11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,1.0,1.0,win,8b47b5aa0bd911eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,1.0,tie,8b590cea087011ebbd63ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,0.0,1.0,tie,8b9c6bba084911ebbd55ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
0.0,2wiki,0.0,0.0,tie,8ba63ce8098f11ebbdb0ac1f6bf848b6,comparison,already_solved,2,0.0
0.0,2wiki,0.0,0.0,tie,8c1162a5086111ebbd5dac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,1.0,tie,8c3b98ec0bb011ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,8c3c6d9e0bb011ebab90acde48001122,inference,rescuable,2,0.5
2.0,2wiki,0.0,1.0,win,8c6ba65608e511ebbda4ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
1.0,2wiki,1.0,0.0,win,8c7fffe40bda11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,1.0,tie,8ccbfd8e0baf11ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,8d00bdcb08e511ebbda4ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,8d344f2e0bdc11eba7f7acde48001122,compositional,rescuable,2,0.0
2.0,2wiki,1.0,1.0,win,8d71ea480bda11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,8dc138ae08e311ebbda4ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
0.0,2wiki,0.0,0.0,tie,8dc5682e086711ebbd5eac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,8dcab52d092f11ebbdaeac1f6bf848b6,comparison,already_solved,2,0.0
1.0,2wiki,0.0,1.0,tie,8de50a7a092311ebbdaeac1f6bf848b6,comparison,already_solved,2,0.0
0.0,2wiki,0.0,0.0,tie,8deac61208eb11ebbda7ac1f6bf848b6,comparison,already_solved,2,0.0
0.0,2wiki,0.0,0.0,tie,8e4e644d085a11ebbd5cac1f6bf848b6,comparison,already_solved,2,0.0
0.0,2wiki,0.0,0.0,tie,8e7dfe8e0baf11ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,8ebd30080bb011ebab90acde48001122,inference,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,8f038cdb096011ebbdafac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,8fd6a5000bb011ebab90acde48001122,inference,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,8ff37eb308e711ebbda6ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
1.0,2wiki,1.0,0.0,win,9028ba520bdd11eba7f7acde48001122,compositional,rescuable,2,0.5
0.0,2wiki,0.0,0.0,tie,9042c21c0bdd11eba7f7acde48001122,compositional,rescuable,2,0.0
2.0,2wiki,0.0,2.0,tie,9078fcca0baf11ebab90acde48001122,inference,rescuable,2,0.0
0.0,2wiki,0.0,0.0,tie,911afad908d111ebbd95ac1f6bf848b6,comparison,already_solved,2,0.0
1.0,2wiki,0.0,0.0,tie,922a629c0bb011ebab90acde48001122,inference,already_solved,2,0.0
1.0,2wiki,0.0,1.0,tie,922b20060bb011ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,922fa9140bb011ebab90acde48001122,inference,rescuable,2,0.5
2.0,2wiki,1.0,1.0,win,922ffff40bb011ebab90acde48001122,inference,rescuable,2,0.5
2.0,2wiki,0.0,1.0,tie,9231021e0bb011ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,9231537c0bb011ebab90acde48001122,inference,rescuable,2,0.5
1.0,2wiki,0.0,1.0,tie,923b15ba0bb011ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,92f031d708c511ebbd8eac1f6bf848b6,bridge_comparison,rescuable,4,0.0
1.0,2wiki,0.0,1.0,tie,93acf0b9088511ebbd6dac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,1.0,win,93bf8b0e088c11ebbd6fac1f6bf848b6,bridge_comparison,rescuable,4,0.25
1.0,2wiki,1.0,0.0,win,94a6c8d20bdb11eba7f7acde48001122,compositional,rescuable,2,0.5
0.0,2wiki,0.0,0.0,tie,950bd11a090f11ebbdadac1f6bf848b6,comparison,already_solved,2,0.0
0.0,2wiki,0.0,0.0,tie,95d5a67208b311ebbd86ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,95e9339a095011ebbdaeac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,loss,962889100baf11ebab90acde48001122,inference,anchor_failure,2,-0.5
2.0,2wiki,1.0,1.0,win,96e142e40bdb11eba7f7acde48001122,compositional,rescuable,2,0.5
0.0,2wiki,0.0,0.0,tie,9704513d099f11ebbdb0ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,1.0,tie,978cefcb087711ebbd67ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
1.0,2wiki,0.0,1.0,tie,97d4622f089f11ebbd78ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,1.0,tie,981f1da9087111ebbd63ac1f6bf848b6,comparison,already_solved,2,0.0
0.0,2wiki,0.0,0.0,tie,98530a5308db11ebbd9cac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,1.0,1.0,win,9884af040baf11ebab90acde48001122,inference,rescuable,2,0.5
2.0,2wiki,0.0,1.0,win,98ab6cfe08c411ebbd8eac1f6bf848b6,bridge_comparison,rescuable,4,0.25
1.0,2wiki,1.0,0.0,win,98b28b640bdb11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,1.0,1.0,win,9900c8200bda11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,1.0,1.0,win,990b1ed00bdd11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,1.0,win,99862736086511ebbd5eac1f6bf848b6,bridge_comparison,rescuable,4,0.25
1.0,2wiki,0.0,1.0,tie,99cf9bb2085a11ebbd5cac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,99f883fc0bdb11eba7f7acde48001122,compositional,rescuable,2,0.5
0.0,2wiki,0.0,0.0,tie,9ae66af208fb11ebbdacac1f6bf848b6,comparison,already_solved,2,0.0
0.0,2wiki,0.0,0.0,tie,9b501233087b11ebbd68ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,9b5af6700baf11ebab90acde48001122,inference,rescuable,2,0.0
1.0,2wiki,0.0,1.0,tie,9b9e6cc40bdd11eba7f7acde48001122,compositional,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,9baa8eb00bdc11eba7f7acde48001122,compositional,rescuable,2,0.5
0.0,2wiki,0.0,0.0,tie,9bf83bb2085011ebbd57ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,9c082fdc088211ebbd6dac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,0.0,2.0,tie,9c349f6a0bdc11eba7f7acde48001122,compositional,unreachable,2,0.0
2.0,2wiki,0.0,2.0,tie,9c4a7a4f090c11ebbdadac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,1.0,tie,9cb0d3480bda11eba7f7acde48001122,compositional,already_solved,2,0.0
0.0,2wiki,0.0,0.0,tie,9cf255e3088911ebbd6eac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,9d3cb40b089011ebbd72ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,9d58b21e0bdc11eba7f7acde48001122,compositional,rescuable,2,0.0
1.0,2wiki,0.0,1.0,tie,9d5ec862097b11ebbdb0ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,9de82c500bdc11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,-1.0,2.0,loss,9e0009f60baf11ebab90acde48001122,inference,already_solved,2,-0.5
2.0,2wiki,1.0,1.0,win,9ec413000baf11ebab90acde48001122,inference,rescuable,2,0.5
1.0,2wiki,0.0,1.0,tie,9ec9e3200baf11ebab90acde48001122,inference,rescuable,2,0.0
2.0,2wiki,1.0,1.0,win,9f1384220bdb11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,1.0,tie,9f42c2680baf11ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,9fdda48c088911ebbd6eac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,0.0,1.0,win,a0a37ebf085211ebbd58ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,0.0,2.0,tie,a0a792ae08d111ebbd95ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,a0ae8e340baf11ebab90acde48001122,inference,rescuable,2,0.0
0.0,2wiki,0.0,0.0,tie,a187f3a208f011ebbda8ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,a197a90e086011ebbd5dac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,1.0,1.0,win,a26bb3420bdb11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,a2d3f112097311ebbdb0ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,1.0,win,a2d4e322087e11ebbd6bac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,0.0,1.0,tie,a361e9420bdb11eba7f7acde48001122,compositional,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,a37ece260baf11ebab90acde48001122,inference,rescuable,2,0.5
1.0,2wiki,0.0,1.0,tie,a380ab7c08b911ebbd88ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,a399ae6608e011ebbda2ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,1.0,win,a3c4c000087811ebbd67ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,1.0,1.0,win,a3cd75960bda11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,a4138ac3087911ebbd67ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,0.0,2.0,tie,a4c46e840bdd11eba7f7acde48001122,compositional,rescuable,2,0.0
0.0,2wiki,0.0,0.0,tie,a50f86fd08aa11ebbd80ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,a56254760bda11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,a57e2478089511ebbd75ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,0.0,2.0,tie,a5f0b646088b11ebbd6fac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,0.0,1.0,win,a60dbb0a08e111ebbda3ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
0.0,2wiki,0.0,0.0,tie,a6616d33085411ebbd59ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,a6bb56bc0bdd11eba7f7acde48001122,compositional,rescuable,2,0.5
1.0,2wiki,0.0,1.0,tie,a6d5d65608f711ebbdaaac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,a702db460baf11ebab90acde48001122,inference,rescuable,2,0.5
1.0,2wiki,1.0,0.0,win,a738633e0bdb11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,1.0,1.0,win,a75801860bda11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,a7632b4c086a11ebbd5fac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,-1.0,2.0,loss,a7f5782a0bdb11eba7f7acde48001122,compositional,already_solved,2,-0.5
0.0,2wiki,0.0,0.0,tie,a813d16b094911ebbdaeac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,a816c326089411ebbd75ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,1.0,win,a87f4858086511ebbd5eac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,0.0,2.0,tie,a8934f0c0bd911eba7f7acde48001122,compositional,rescuable,2,0.0
2.0,2wiki,0.0,1.0,tie,a89f2d8c0bdd11eba7f7acde48001122,compositional,already_solved,2,0.0
1.0,2wiki,0.0,1.0,tie,a8a1eb260bdd11eba7f7acde48001122,compositional,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,a9277caa0bdd11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,1.0,tie,a9411340084a11ebbd56ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,0.0,1.0,win,a9459e98086211ebbd5dac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,0.0,2.0,tie,a9cc5f240bdb11eba7f7acde48001122,compositional,rescuable,2,0.0
2.0,2wiki,0.0,2.0,tie,aa73a9fb08b611ebbd88ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
1.0,2wiki,1.0,0.0,win,aa9d6da20baf11ebab90acde48001122,inference,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,aaa9af320bdb11eba7f7acde48001122,compositional,rescuable,2,0.0
2.0,2wiki,0.0,2.0,tie,aaaeeb220baf11ebab90acde48001122,inference,rescuable,2,0.0
2.0,2wiki,1.0,1.0,win,aaaf85840bda11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,1.0,tie,aac82ae20baf11ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,aafde296089d11ebbd78ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,0.0,1.0,win,ab1c879208e211ebbda4ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
0.0,2wiki,0.0,0.0,tie,abab8b2408f111ebbda9ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,ac104d240bd911eba7f7acde48001122,compositional,rescuable,2,0.0
2.0,2wiki,1.0,1.0,win,ac2e1b900bdb11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,acb68e0e089211ebbd73ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,0.0,0.0,tie,acb8c82a088f11ebbd72ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
1.0,2wiki,0.0,0.0,win,acd46967085a11ebbd5cac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,0.0,2.0,tie,acd6da260bdd11eba7f7acde48001122,compositional,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,acfe24b7096511ebbdafac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,ad06f84c0bdc11eba7f7acde48001122,compositional,rescuable,2,0.0
1.0,2wiki,0.0,1.0,tie,ad4195740bdc11eba7f7acde48001122,compositional,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,ad68fdfc086811ebbd5eac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,ad95061a0bdb11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,1.0,win,ad9a2b6e085111ebbd58ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,0.0,2.0,tie,adde63860baf11ebab90acde48001122,inference,rescuable,2,0.0
2.0,2wiki,0.0,2.0,tie,ae30933a088b11ebbd6fac1f6bf848b6,bridge_comparison,rescuable,4,0.0
0.0,2wiki,0.0,0.0,tie,ae623ebe086111ebbd5dac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,1.0,tie,ae66270e087a11ebbd67ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,1.0,1.0,win,ae95e8e40baf11ebab90acde48001122,inference,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,aebab3640bdb11eba7f7acde48001122,compositional,rescuable,2,0.0
0.0,2wiki,0.0,0.0,tie,af25f89b096011ebbdafac1f6bf848b6,comparison,already_solved,2,0.0
0.0,2wiki,0.0,0.0,tie,af276e7208c111ebbd8bac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,0.0,2.0,tie,b03727220bdb11eba7f7acde48001122,compositional,rescuable,2,0.0
2.0,2wiki,-1.0,2.0,loss,b06ca46d08cd11ebbd93ac1f6bf848b6,comparison,already_solved,2,-0.5
2.0,2wiki,1.0,1.0,win,b0dd21c00bdd11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,1.0,1.0,win,b1203e9a0bda11eba7f7acde48001122,compositional,rescuable,2,0.5
1.0,2wiki,0.0,1.0,tie,b1d1edc6086911ebbd5eac1f6bf848b6,bridge_comparison,unreachable,4,0.0
2.0,2wiki,0.0,2.0,tie,b2b1e87c087011ebbd63ac1f6bf848b6,comparison,already_solved,2,0.0
1.0,2wiki,1.0,0.0,win,b2db6b6c0bdd11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,b2fd7d7e0bdd11eba7f7acde48001122,compositional,rescuable,2,0.0
0.0,2wiki,0.0,0.0,tie,b33f4d7b08aa11ebbd80ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,b34f43d1087b11ebbd69ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
0.0,2wiki,0.0,0.0,tie,b358b348084e11ebbd56ac1f6bf848b6,comparison,already_solved,2,0.0
1.0,2wiki,0.0,1.0,tie,b3c149300baf11ebab90acde48001122,inference,already_solved,2,0.0
1.0,2wiki,1.0,0.0,win,b3c4e7c40bdd11eba7f7acde48001122,compositional,rescuable,2,0.5
0.0,2wiki,0.0,0.0,tie,b3c8ab75086411ebbd5eac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,b4399e48089511ebbd75ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
1.0,2wiki,0.0,1.0,tie,b48109ab089e11ebbd78ac1f6bf848b6,comparison,already_solved,2,0.0
0.0,2wiki,0.0,0.0,tie,b60a9798089211ebbd74ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,1.0,win,b60c16c108c111ebbd8bac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,0.0,2.0,tie,b66d42be0bdd11eba7f7acde48001122,compositional,anchor_failure,2,0.0
1.0,2wiki,1.0,0.0,win,b6990ebe0bdb11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,1.0,win,b6e4474808a311ebbd7bac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,1.0,1.0,win,b6fbcb4c0bdd11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,1.0,1.0,win,b729a3c80bdd11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,b732a5e20bdb11eba7f7acde48001122,compositional,rescuable,2,0.0
2.0,2wiki,1.0,1.0,win,b7de2a860bd911eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,1.0,1.0,win,b7f5f7200bdd11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,b81fbe620bdc11eba7f7acde48001122,compositional,rescuable,2,0.0
2.0,2wiki,0.0,1.0,tie,b8e03e4c0bd911eba7f7acde48001122,compositional,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,b902f2fa0bdb11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,b914b05c085811ebbd5bac1f6bf848b6,bridge_comparison,rescuable,4,0.0
0.0,2wiki,0.0,0.0,tie,b93a7da508d611ebbd99ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,b942cafc08c411ebbd8eac1f6bf848b6,bridge_comparison,rescuable,4,0.0
1.0,2wiki,0.0,1.0,tie,b963389a092911ebbdaeac1f6bf848b6,comparison,already_solved,2,0.0
1.0,2wiki,0.0,1.0,tie,b9c4f68a08f111ebbda9ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,1.0,win,b9db30a8087911ebbd67ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,1.0,1.0,win,ba8ffb9e0baf11ebab90acde48001122,inference,rescuable,2,0.5
0.0,2wiki,0.0,0.0,tie,ba9e5b1e08e711ebbda6ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,1.0,win,bade33cb08d211ebbd96ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,0.0,2.0,tie,bb73c78a0bdb11eba7f7acde48001122,compositional,rescuable,2,0.0
2.0,2wiki,0.0,2.0,tie,bb97d66208ba11ebbd88ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,0.0,2.0,tie,bbf9c2fc08c711ebbd91ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,0.0,2.0,tie,bc5a9fef086c11ebbd61ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,bd036cfc088811ebbd6eac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,1.0,tie,bd3dc5f60baf11ebab90acde48001122,inference,already_solved,2,0.0
1.0,2wiki,1.0,0.0,win,bd80de220bdc11eba7f7acde48001122,compositional,rescuable,2,0.5
0.0,2wiki,0.0,0.0,tie,bd9ab21208fc11ebbdadac1f6bf848b6,comparison,already_solved,2,0.0
0.0,2wiki,0.0,0.0,tie,bdc1a262089c11ebbd78ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,bdfee2540baf11ebab90acde48001122,inference,rescuable,2,0.0
2.0,2wiki,1.0,1.0,win,be079fca0baf11ebab90acde48001122,inference,rescuable,2,0.5
2.0,2wiki,0.0,1.0,tie,be0a595e0baf11ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,0.0,1.0,win,be93a232088e11ebbd70ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
1.0,2wiki,0.0,0.0,win,bef0f4db08e011ebbda2ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,0.0,2.0,tie,bef95be60bda11eba7f7acde48001122,compositional,rescuable,2,0.0
2.0,2wiki,0.0,2.0,loss,bf0c57ca0bdd11eba7f7acde48001122,compositional,anchor_failure,2,-0.5
2.0,2wiki,0.0,1.0,tie,bf3fd3ba08cd11ebbd93ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,0.0,2.0,loss,bf5c81fa0bdd11eba7f7acde48001122,compositional,anchor_failure,2,-0.5
2.0,2wiki,0.0,1.0,win,bf6e0302089611ebbd76ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,0.0,1.0,tie,bfb17cf60baf11ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,c01a2fa8087111ebbd63ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,0.0,1.0,tie,c049debe0bdd11eba7f7acde48001122,compositional,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,c05925fe0bdd11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,1.0,tie,c091b7620baf11ebab90acde48001122,inference,already_solved,2,0.0
1.0,2wiki,0.0,0.0,win,c0a097b0088611ebbd6dac1f6bf848b6,bridge_comparison,rescuable,4,0.25
0.0,2wiki,0.0,0.0,tie,c1327e9908be11ebbd8aac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,c1b112a00baf11ebab90acde48001122,inference,rescuable,2,0.0
2.0,2wiki,0.0,1.0,tie,c1b4a0e60baf11ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,0.0,1.0,win,c1bdec7a089c11ebbd78ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,0.0,2.0,tie,c2085d70088111ebbd6dac1f6bf848b6,bridge_comparison,unreachable,4,0.0
2.0,2wiki,0.0,2.0,tie,c218a802090711ebbdadac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,c21fb3ab08a711ebbd7fac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,1.0,1.0,win,c22a48e40bd911eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,1.0,1.0,win,c2462a700baf11ebab90acde48001122,inference,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,c2b303ae08c411ebbd8eac1f6bf848b6,bridge_comparison,rescuable,4,0.0
1.0,2wiki,0.0,1.0,tie,c2b3754008b611ebbd88ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,0.0,2.0,tie,c2d86f85094f11ebbdaeac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,c30408c40baf11ebab90acde48001122,inference,rescuable,2,0.5
2.0,2wiki,1.0,1.0,win,c37b86260bda11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,c3aa16f8089711ebbd77ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
